,config_enc,benchmark,network_type,encoding,configuration,k,n_nodes,n_edges,n_vars,n_clauses,n_groups,n_Avars,utime_enc,max_res_set_size_enc,exit_status_enc,config_solve,timeout,memory_limit,utime_solve,stime,wtime,max_res_set_size_solve,exit_status_solve,signal,optimised_value,arjun_time,encoding_t/o,encoding_m/o,solving_m/o,solving_t/o,other_error
98,config-0,socfb-Mich67.mtx,social,,,2,3748.0,81903.0,15053.0,191314.0,3748.0,7557.0,107.21,176408,0,config-0,7200.0,4000000.0,7190.9,8.7,2:00:00,255000.0,124.0,,-1.0,,False,False,False,True,False
148,config-0,socfb-Mich67.mtx,social,,,3,3748.0,81903.0,16332.0,196337.0,3748.0,8836.0,82.69,177104,0,config-0,7200.0,4000000.0,7188.65,10.67,2:00:00,321508.0,124.0,,-1.0,,False,False,False,True,False
198,config-0,socfb-Mich67.mtx,social,,,4,3748.0,81903.0,17835.0,201331.0,3748.0,10339.0,140.07,179820,0,config-0,7200.0,4000000.0,7189.05,9.93,2:00:00,322064.0,124.0,,-1.0,,False,False,False,True,False
248,config-0,socfb-Mich67.mtx,social,,,6,3748.0,81903.0,23271.0,208843.0,3748.0,15775.0,109.61,178784,0,config-0,7200.0,4000000.0,7189.86,5.56,2:00:00,319400.0,124.0,,-1.0,,False,False,False,True,False
298,config-0,socfb-Mich67.mtx,social,,,8,3748.0,81903.0,26023.0,215749.0,3748.0,18527.0,83.66,179716,0,config-0,7200.0,4000000.0,7174.2,15.41,2:00:00,313280.0,124.0,,-1.0,,False,False,False,True,False
348,config-0,socfb-Mich67.mtx,social,,,10,3748.0,81903.0,28635.0,222369.0,3748.0,21139.0,67.85,180616,0,config-0,7200.0,4000000.0,6887.21,7.36,1:54:55,346632.0,0.0,,7496.0,6887.20,False,False,False,False,False
398,config-0,socfb-Mich67.mtx,social,,,12,3748.0,81903.0,31745.0,227254.0,3748.0,24249.0,71.43,181268,0,config-0,7200.0,4000000.0,6922.36,6.5,1:55:29,326464.0,0.0,,7496.0,6922.35,False,False,False,False,False
448,config-0,socfb-Mich67.mtx,social,,,16,3748.0,81903.0,37991.0,236726.0,3748.0,30495.0,84.02,182532,0,config-0,7200.0,4000000.0,5026.59,5.86,1:23:52,291684.0,0.0,,7496.0,5026.58,False,False,False,False,False
37,config-0,socfb-Middlebury45.mtx,social,,,1,3075.0,124610.0,6291.0,261840.0,3075.0,141.0,119.68,220384,0,config-0,7200.0,4000000.0,1508.33,2.1,25:12,367348.0,0.0,,668.0,1508.33,False,False,False,False,False
87,config-0,socfb-Middlebury45.mtx,social,,,2,3075.0,124610.0,12300.0,271764.0,3075.0,6150.0,120.14,221744,0,config-0,7200.0,4000000.0,7174.39,20.28,2:00:00,304920.0,124.0,,-1.0,,False,False,False,True,False
137,config-0,socfb-Middlebury45.mtx,social,,,3,3075.0,124610.0,13326.0,275861.0,3075.0,7176.0,119.16,222308,0,config-0,7200.0,4000000.0,7191.72,6.56,2:00:00,321624.0,124.0,,-1.0,,False,False,False,True,False
187,config-0,socfb-Middlebury45.mtx,social,,,4,3075.0,124610.0,14473.0,279954.0,3075.0,8323.0,118.01,222892,0,config-0,7200.0,4000000.0,7189.11,10.68,2:00:00,340112.0,124.0,,-1.0,,False,False,False,True,False
237,config-0,socfb-Middlebury45.mtx,social,,,6,3075.0,124610.0,18952.0,286095.0,3075.0,12802.0,113.21,223696,0,config-0,7200.0,4000000.0,7187.83,9.34,2:00:00,326824.0,124.0,,-1.0,,False,False,False,True,False
287,config-0,socfb-Middlebury45.mtx,social,,,8,3075.0,124610.0,21120.0,291716.0,3075.0,14970.0,109.29,224472,0,config-0,7200.0,4000000.0,7190.22,8.62,2:00:00,299340.0,124.0,,-1.0,,False,False,False,True,False
337,config-0,socfb-Middlebury45.mtx,social,,,10,3075.0,124610.0,23798.0,297207.0,3075.0,17648.0,110.43,225204,0,config-0,7200.0,4000000.0,7188.77,8.53,2:00:00,292952.0,124.0,,-1.0,,False,False,False,True,False
387,config-0,socfb-Middlebury45.mtx,social,,,12,3075.0,124610.0,25828.0,301172.0,3075.0,19678.0,227.04,223712,0,config-0,7200.0,4000000.0,7187.43,9.33,2:00:00,294612.0,124.0,,-1.0,,False,False,False,True,False
437,config-0,socfb-Middlebury45.mtx,social,,,16,3075.0,124610.0,30693.0,308822.0,3075.0,24543.0,240.02,226756,0,config-0,7200.0,4000000.0,5600.23,10.88,1:33:31,303416.0,0.0,,6150.0,5600.22,False,False,False,False,False
42,config-0,socfb-Oberlin44.mtx,social,,,1,2920.0,89912.0,5979.0,191820.0,2920.0,139.0,53.38,183096,0,config-0,7200.0,4000000.0,500.44,0.86,8:21,285772.0,0.0,,788.0,500.44,False,False,False,False,False
92,config-0,socfb-Oberlin44.mtx,social,,,2,2920.0,89912.0,11709.0,201248.0,2920.0,5869.0,66.68,184420,0,config-0,7200.0,4000000.0,7164.49,15.59,2:00:00,254572.0,124.0,,-1.0,,False,False,False,True,False
142,config-0,socfb-Oberlin44.mtx,social,,,3,2920.0,89912.0,12700.0,205155.0,2920.0,6860.0,67.22,184940,0,config-0,7200.0,4000000.0,7168.31,16.72,2:00:00,297496.0,124.0,,-1.0,,False,False,False,True,False
192,config-0,socfb-Oberlin44.mtx,social,,,4,2920.0,89912.0,13791.0,209037.0,2920.0,7951.0,66.73,185480,0,config-0,7200.0,4000000.0,7192.14,7.58,2:00:00,300420.0,124.0,,-1.0,,False,False,False,True,False
242,config-0,socfb-Oberlin44.mtx,social,,,6,2920.0,89912.0,18011.0,214897.0,2920.0,12171.0,64.3,186252,0,config-0,7200.0,4000000.0,7191.15,7.4,2:00:00,296140.0,124.0,,-1.0,,False,False,False,True,False
292,config-0,socfb-Oberlin44.mtx,social,,,8,2920.0,89912.0,20059.0,220211.0,2920.0,14219.0,132.02,186980,0,config-0,7200.0,4000000.0,7185.36,11.19,2:00:00,350256.0,124.0,,-1.0,,False,False,False,True,False
342,config-0,socfb-Oberlin44.mtx,social,,,10,2920.0,89912.0,22407.0,225419.0,2920.0,16567.0,182.45,187696,0,config-0,7200.0,4000000.0,5807.21,9.23,1:36:56,302748.0,0.0,,5840.0,5807.20,False,False,False,False,False
392,config-0,socfb-Oberlin44.mtx,social,,,12,2920.0,89912.0,24625.0,229220.0,2920.0,18785.0,96.17,188200,0,config-0,7200.0,4000000.0,4002.47,7.11,1:06:48,309760.0,0.0,,5840.0,4002.47,False,False,False,False,False
442,config-0,socfb-Oberlin44.mtx,social,,,16,2920.0,89912.0,29207.0,236656.0,2920.0,23367.0,96.26,189184,0,config-0,7200.0,4000000.0,5043.51,7.5,1:24:11,280976.0,0.0,,5840.0,5043.50,False,False,False,False,False
32,config-0,socfb-Pepperdine86.mtx,social,,,1,3445.0,152007.0,7040.0,318142.0,3445.0,150.0,56.7,250584,0,config-0,7200.0,4000000.0,1877.51,2.61,31:20,403024.0,0.0,,846.0,1877.51,False,False,False,False,False
82,config-0,socfb-Pepperdine86.mtx,social,,,2,3445.0,152007.0,13788.0,329273.0,3445.0,6898.0,56.56,252108,0,config-0,7200.0,4000000.0,7192.21,6.93,2:00:00,323832.0,124.0,,-1.0,,False,False,False,True,False
132,config-0,socfb-Pepperdine86.mtx,social,,,3,3445.0,152007.0,14939.0,333865.0,3445.0,8049.0,55.53,252760,0,config-0,7200.0,4000000.0,7187.46,12.29,2:00:00,371476.0,124.0,,-1.0,,False,False,False,True,False
182,config-0,socfb-Pepperdine86.mtx,social,,,4,3445.0,152007.0,16342.0,338456.0,3445.0,9452.0,54.73,253384,0,config-0,7200.0,4000000.0,7189.39,8.09,2:00:00,304548.0,124.0,,-1.0,,False,False,False,True,False
232,config-0,socfb-Pepperdine86.mtx,social,,,6,3445.0,152007.0,21255.0,345334.0,3445.0,14365.0,55.61,254300,0,config-0,7200.0,4000000.0,7189.9,11.04,2:00:00,338396.0,124.0,,-1.0,,False,False,False,True,False
282,config-0,socfb-Pepperdine86.mtx,social,,,8,3445.0,152007.0,23807.0,351645.0,3445.0,16917.0,59.15,253116,0,config-0,7200.0,4000000.0,7122.28,38.59,2:00:00,303192.0,124.0,,-1.0,,False,False,False,True,False
332,config-0,socfb-Pepperdine86.mtx,social,,,10,3445.0,152007.0,26531.0,357804.0,3445.0,19641.0,60.38,255992,0,config-0,7200.0,4000000.0,7190.55,9.42,2:00:00,346920.0,124.0,,-1.0,,False,False,False,True,False
382,config-0,socfb-Pepperdine86.mtx,social,,,12,3445.0,152007.0,28650.0,362322.0,3445.0,21760.0,58.47,256608,0,config-0,7200.0,4000000.0,6883.82,13.47,1:54:58,348692.0,0.0,,6890.0,6883.81,False,False,False,False,False
432,config-0,socfb-Pepperdine86.mtx,social,,,16,3445.0,152007.0,34574.0,371213.0,3445.0,27684.0,58.32,257776,0,config-0,7200.0,4000000.0,7190.1,8.96,2:00:00,317628.0,124.0,,-1.0,,False,False,False,True,False
46,config-0,socfb-Reed98.mtx,social,,,1,962.0,18812.0,2011.0,41658.0,962.0,87.0,5.86,102244,0,config-0,7200.0,4000000.0,24.32,0.08,0:24,109244.0,0.0,,298.0,24.32,False,False,False,False,False
96,config-0,socfb-Reed98.mtx,social,,,2,962.0,18812.0,3847.0,44672.0,962.0,1923.0,6.94,102736,0,config-0,7200.0,4000000.0,607.98,1.25,10:10,140576.0,0.0,,736.0,607.98,False,False,False,False,False
146,config-0,socfb-Reed98.mtx,social,,,3,962.0,18812.0,4168.0,45951.0,962.0,2244.0,6.83,102920,0,config-0,7200.0,4000000.0,1304.94,2.51,21:47,142480.0,0.0,,1356.0,1304.94,False,False,False,False,False
196,config-0,socfb-Reed98.mtx,social,,,4,962.0,18812.0,4547.0,47227.0,962.0,2623.0,7.34,103132,0,config-0,7200.0,4000000.0,1340.67,2.6,22:24,159036.0,0.0,,1694.0,1340.68,False,False,False,False,False
246,config-0,socfb-Reed98.mtx,social,,,6,962.0,18812.0,5921.0,49141.0,962.0,3997.0,7.13,103392,0,config-0,7200.0,4000000.0,877.89,1.14,14:40,165692.0,0.0,,1908.0,877.89,False,False,False,False,False
296,config-0,socfb-Reed98.mtx,social,,,8,962.0,18812.0,6617.0,50889.0,962.0,4693.0,7.36,103664,0,config-0,7200.0,4000000.0,438.93,0.29,7:19,145768.0,0.0,,1922.0,438.93,False,False,False,False,False
346,config-0,socfb-Reed98.mtx,social,,,10,962.0,18812.0,7377.0,52603.0,962.0,5453.0,6.79,103936,0,config-0,7200.0,4000000.0,389.19,0.71,6:31,130452.0,0.0,,1922.0,389.19,False,False,False,False,False
396,config-0,socfb-Reed98.mtx,social,,,12,962.0,18812.0,8051.0,53828.0,962.0,6127.0,7.46,104100,0,config-0,7200.0,4000000.0,204.24,0.15,3:24,117432.0,0.0,,1922.0,204.24,False,False,False,False,False
446,config-0,socfb-Reed98.mtx,social,,,16,962.0,18812.0,9611.0,56196.0,962.0,7687.0,6.93,104444,0,config-0,7200.0,4000000.0,113.04,0.11,1:53,115316.0,0.0,,1924.0,113.04,False,False,False,False,False
29,config-0,socfb-Simmons81.mtx,social,,,1,1518.0,32988.0,3140.0,72276.0,1518.0,104.0,8.03,118380,0,config-0,7200.0,4000000.0,73.26,0.32,1:13,139532.0,0.0,,440.0,73.26,False,False,False,False,False
79,config-0,socfb-Simmons81.mtx,social,,,2,1518.0,32988.0,6085.0,77106.0,1518.0,3049.0,15.84,119048,0,config-0,7200.0,4000000.0,2095.37,3.65,34:59,166244.0,0.0,,1302.0,2095.37,False,False,False,False,False
129,config-0,socfb-Simmons81.mtx,social,,,3,1518.0,32988.0,6596.0,79131.0,1518.0,3560.0,14.16,119320,0,config-0,7200.0,4000000.0,5832.0,6.36,1:37:20,198620.0,0.0,,2262.0,5832.00,False,False,False,False,False
179,config-0,socfb-Simmons81.mtx,social,,,4,1518.0,32988.0,7165.0,81153.0,1518.0,4129.0,14.89,119600,0,config-0,7200.0,4000000.0,4473.69,12.78,1:14:54,217684.0,0.0,,2768.0,4473.69,False,False,False,False,False
229,config-0,socfb-Simmons81.mtx,social,,,6,1518.0,32988.0,9385.0,84179.0,1518.0,6349.0,13.19,119996,0,config-0,7200.0,4000000.0,1550.55,3.08,25:53,195260.0,0.0,,3004.0,1550.56,False,False,False,False,False
279,config-0,socfb-Simmons81.mtx,social,,,8,1518.0,32988.0,10461.0,86961.0,1518.0,7425.0,13.17,120376,0,config-0,7200.0,4000000.0,1666.57,2.41,27:48,202124.0,0.0,,3034.0,1666.57,False,False,False,False,False
329,config-0,socfb-Simmons81.mtx,social,,,10,1518.0,32988.0,11677.0,89643.0,1518.0,8641.0,13.24,120740,0,config-0,7200.0,4000000.0,939.91,1.09,15:41,199232.0,0.0,,3034.0,939.90,False,False,False,False,False
379,config-0,socfb-Simmons81.mtx,social,,,12,1518.0,32988.0,12801.0,91610.0,1518.0,9765.0,13.06,120996,0,config-0,7200.0,4000000.0,994.53,2.29,16:39,179336.0,0.0,,3036.0,994.53,False,False,False,False,False
429,config-0,socfb-Simmons81.mtx,social,,,16,1518.0,32988.0,15207.0,95396.0,1518.0,12171.0,13.11,123024,0,config-0,7200.0,4000000.0,605.01,0.76,10:06,162556.0,0.0,,3036.0,605.01,False,False,False,False,False
49,config-0,socfb-Smith60.mtx,social,,,1,2970.0,97133.0,6079.0,206462.0,2970.0,139.0,66.51,190936,0,config-0,7200.0,4000000.0,703.75,1.17,11:44,299968.0,0.0,,716.0,703.75,False,False,False,False,False
99,config-0,socfb-Smith60.mtx,social,,,2,2970.0,97133.0,11883.0,216040.0,2970.0,5943.0,81.08,190216,0,config-0,7200.0,4000000.0,7169.65,17.63,2:00:00,269328.0,124.0,,-1.0,,False,False,False,True,False
149,config-0,socfb-Smith60.mtx,social,,,3,2970.0,97133.0,12874.0,219997.0,2970.0,6934.0,81.19,192804,0,config-0,7200.0,4000000.0,7191.27,7.92,2:00:00,312316.0,124.0,,-1.0,,False,False,False,True,False
199,config-0,socfb-Smith60.mtx,social,,,4,2970.0,97133.0,13989.0,223953.0,2970.0,8049.0,157.1,193352,0,config-0,7200.0,4000000.0,7157.21,20.85,2:00:00,297864.0,124.0,,-1.0,,False,False,False,True,False
249,config-0,socfb-Smith60.mtx,social,,,6,2970.0,97133.0,18235.0,229939.0,2970.0,12295.0,177.89,194144,0,config-0,7200.0,4000000.0,7185.06,13.51,2:00:00,332884.0,124.0,,-1.0,,False,False,False,True,False
299,config-0,socfb-Smith60.mtx,social,,,8,2970.0,97133.0,20333.0,235379.0,2970.0,14393.0,99.28,194880,0,config-0,7200.0,4000000.0,5834.22,14.91,1:37:30,350848.0,0.0,,5940.0,5834.21,False,False,False,False,False
349,config-0,socfb-Smith60.mtx,social,,,10,2970.0,97133.0,22825.0,240637.0,2970.0,16885.0,98.71,195584,0,config-0,7200.0,4000000.0,5395.84,9.52,1:30:05,349392.0,0.0,,5940.0,5395.83,False,False,False,False,False
399,config-0,socfb-Smith60.mtx,social,,,12,2970.0,97133.0,24899.0,244462.0,2970.0,18959.0,90.32,196112,0,config-0,7200.0,4000000.0,7185.05,12.83,2:00:00,290316.0,124.0,,-1.0,,False,False,False,True,False
449,config-0,socfb-Smith60.mtx,social,,,16,2970.0,97133.0,29481.0,251972.0,2970.0,23541.0,99.61,197112,0,config-0,7200.0,4000000.0,3482.71,11.1,58:14,302928.0,0.0,,5940.0,3482.71,False,False,False,False,False
31,config-0,socfb-Swarthmore42.mtx,social,,,1,1659.0,61050.0,3426.0,128972.0,1659.0,108.0,23.48,146704,0,config-0,7200.0,4000000.0,293.91,1.0,4:55,218464.0,0.0,,372.0,293.91,False,False,False,False,False
81,config-0,socfb-Swarthmore42.mtx,social,,,2,1659.0,61050.0,6660.0,134276.0,1659.0,3342.0,21.66,149484,0,config-0,7200.0,4000000.0,4111.47,6.53,1:08:38,240176.0,0.0,,1550.0,4111.47,False,False,False,False,False
131,config-0,socfb-Swarthmore42.mtx,social,,,3,1659.0,61050.0,7230.0,136501.0,1659.0,3912.0,22.07,149784,0,config-0,7200.0,4000000.0,7190.94,8.68,2:00:00,239724.0,124.0,,-1.0,,False,False,False,True,False
181,config-0,socfb-Swarthmore42.mtx,social,,,4,1659.0,61050.0,7897.0,138698.0,1659.0,4579.0,21.81,150092,0,config-0,7200.0,4000000.0,4879.68,8.06,1:21:28,226096.0,0.0,,3132.0,4879.68,False,False,False,False,False
231,config-0,socfb-Swarthmore42.mtx,social,,,6,1659.0,61050.0,10295.0,142041.0,1659.0,6977.0,23.02,150520,0,config-0,7200.0,4000000.0,2940.97,5.48,49:07,250076.0,0.0,,3308.0,2940.97,False,False,False,False,False
281,config-0,socfb-Swarthmore42.mtx,social,,,8,1659.0,61050.0,11503.0,145089.0,1659.0,8185.0,21.07,150948,0,config-0,7200.0,4000000.0,1890.99,5.51,31:36,247212.0,0.0,,3318.0,1890.99,False,False,False,False,False
331,config-0,socfb-Swarthmore42.mtx,social,,,10,1659.0,61050.0,12715.0,147980.0,1659.0,9397.0,20.97,151328,0,config-0,7200.0,4000000.0,1668.51,4.12,27:53,237268.0,0.0,,3318.0,1668.50,False,False,False,False,False
381,config-0,socfb-Swarthmore42.mtx,social,,,12,1659.0,61050.0,13765.0,150163.0,1659.0,10447.0,21.49,151636,0,config-0,7200.0,4000000.0,1281.33,3.04,21:24,207692.0,0.0,,3318.0,1281.32,False,False,False,False,False
431,config-0,socfb-Swarthmore42.mtx,social,,,16,1659.0,61050.0,16474.0,154341.0,1659.0,13156.0,20.91,152192,0,config-0,7200.0,4000000.0,903.96,2.75,15:07,206712.0,0.0,,3318.0,903.96,False,False,False,False,False
40,config-0,socfb-Trinity100.mtx,social,,,1,2613.0,111996.0,5359.0,234748.0,2613.0,133.0,38.84,205360,0,config-0,7200.0,4000000.0,1016.29,1.85,16:58,343500.0,0.0,,514.0,1016.29,False,False,False,False,False
90,config-0,socfb-Trinity100.mtx,social,,,2,2613.0,111996.0,10470.0,243160.0,2613.0,5244.0,42.43,206504,0,config-0,7200.0,4000000.0,7192.14,7.12,2:00:00,286848.0,124.0,,-1.0,,False,False,False,True,False
140,config-0,socfb-Trinity100.mtx,social,,,3,2613.0,111996.0,11354.0,246653.0,2613.0,6128.0,42.3,207004,0,config-0,7200.0,4000000.0,7187.02,11.4,2:00:00,300860.0,124.0,,-1.0,,False,False,False,True,False
190,config-0,socfb-Trinity100.mtx,social,,,4,2613.0,111996.0,12341.0,250124.0,2613.0,7115.0,41.39,207472,0,config-0,7200.0,4000000.0,7190.21,9.13,2:00:00,292076.0,124.0,,-1.0,,False,False,False,True,False
240,config-0,socfb-Trinity100.mtx,social,,,6,2613.0,111996.0,16143.0,255381.0,2613.0,10917.0,40.7,208164,0,config-0,7200.0,4000000.0,7162.71,20.88,2:00:00,291452.0,124.0,,-1.0,,False,False,False,True,False
290,config-0,socfb-Trinity100.mtx,social,,,8,2613.0,111996.0,17991.0,260177.0,2613.0,12765.0,41.09,208808,0,config-0,7200.0,4000000.0,7186.47,10.44,2:00:00,300896.0,124.0,,-1.0,,False,False,False,True,False
340,config-0,socfb-Trinity100.mtx,social,,,10,2613.0,111996.0,20101.0,264779.0,2613.0,14875.0,40.2,209436,0,config-0,7200.0,4000000.0,4901.82,8.95,1:21:50,297132.0,0.0,,5226.0,4901.82,False,False,False,False,False
390,config-0,socfb-Trinity100.mtx,social,,,12,2613.0,111996.0,22012.0,268166.0,2613.0,16786.0,39.75,209896,0,config-0,7200.0,4000000.0,5206.72,11.2,1:26:59,268692.0,0.0,,5226.0,5206.71,False,False,False,False,False
440,config-0,socfb-Trinity100.mtx,social,,,16,2613.0,111996.0,26186.0,274764.0,2613.0,20960.0,43.9,208724,0,config-0,7200.0,4000000.0,2893.62,7.07,48:21,271680.0,0.0,,5226.0,2893.61,False,False,False,False,False
41,config-0,socfb-USFCA72.mtx,social,,,1,2682.0,65252.0,5498.0,141538.0,2682.0,134.0,16.73,155980,0,config-0,7200.0,4000000.0,261.65,0.5,4:22,208412.0,0.0,,890.0,261.65,False,False,False,False,False
91,config-0,socfb-USFCA72.mtx,social,,,2,2682.0,65252.0,10731.0,150166.0,2682.0,5367.0,20.06,157164,0,config-0,7200.0,4000000.0,7067.12,5.61,1:57:52,235856.0,0.0,,2086.0,7067.11,False,False,False,False,False
141,config-0,socfb-USFCA72.mtx,social,,,3,2682.0,65252.0,11626.0,153739.0,2682.0,6262.0,20.76,157676,0,config-0,7200.0,4000000.0,7171.85,23.99,2:00:00,279684.0,124.0,,-1.0,,False,False,False,True,False
191,config-0,socfb-USFCA72.mtx,social,,,4,2682.0,65252.0,12645.0,157311.0,2682.0,7281.0,20.28,158160,0,config-0,7200.0,4000000.0,7180.34,16.82,2:00:00,291156.0,124.0,,-1.0,,False,False,False,True,False
241,config-0,socfb-USFCA72.mtx,social,,,6,2682.0,65252.0,16539.0,162663.0,2682.0,11175.0,19.9,158856,0,config-0,7200.0,4000000.0,7191.31,8.07,2:00:00,315248.0,124.0,,-1.0,,False,False,False,True,False
291,config-0,socfb-USFCA72.mtx,social,,,8,2682.0,65252.0,18451.0,167571.0,2682.0,13087.0,19.62,159532,0,config-0,7200.0,4000000.0,7190.81,7.18,2:00:00,308584.0,124.0,,-1.0,,False,False,False,True,False
341,config-0,socfb-USFCA72.mtx,social,,,10,2682.0,65252.0,20639.0,172369.0,2682.0,15275.0,19.36,160188,0,config-0,7200.0,4000000.0,3332.01,5.28,55:36,285148.0,0.0,,5364.0,3332.01,False,False,False,False,False
