,config,benchmark,network_type,encoding,configuration,ilp_configuration,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime,max_res_set_size,exit_status,n_vars,n_csts,encoding_m/o
2,config0,MadridAdj.txt,kaustav,ilp,,config0,1,False,True,True,54.0,226.0,1.25,53812,0,108.0,1533.0,
106,config0,MadridAdj.txt,kaustav,ilp,,config0,2,False,True,True,54.0,226.0,45.7,3153760,0,108.0,815029.0,
210,config0,MadridAdj.txt,kaustav,ilp,,config0,3,False,True,False,,,51.2,3728612,1,,,True
314,config0,MadridAdj.txt,kaustav,ilp,,config0,4,False,True,False,,,53.32,3728616,1,,,True
418,config0,MadridAdj.txt,kaustav,ilp,,config0,6,False,True,False,,,67.63,3728596,1,,,True
522,config0,MadridAdj.txt,kaustav,ilp,,config0,8,False,True,False,,,64.63,3728596,1,,,True
626,config0,MadridAdj.txt,kaustav,ilp,,config0,10,False,True,False,,,64.15,3728600,1,,,True
730,config0,MadridAdj.txt,kaustav,ilp,,config0,12,False,True,False,,,64.2,3728596,1,,,True
834,config0,MadridAdj.txt,kaustav,ilp,,config0,16,False,True,False,,,62.62,3728592,1,,,True
1,config0,ParisAdj.txt,kaustav,ilp,,config0,1,False,True,True,10.0,14.0,1.08,51880,0,20.0,65.0,
105,config0,ParisAdj.txt,kaustav,ilp,,config0,2,False,True,True,10.0,14.0,0.87,51968,0,20.0,396.0,
209,config0,ParisAdj.txt,kaustav,ilp,,config0,3,False,True,True,10.0,14.0,0.97,54252,0,20.0,751.0,
313,config0,ParisAdj.txt,kaustav,ilp,,config0,4,False,True,True,10.0,14.0,1.36,52324,0,20.0,842.0,
417,config0,ParisAdj.txt,kaustav,ilp,,config0,6,False,True,True,10.0,14.0,3.55,52336,0,20.0,862.0,
521,config0,ParisAdj.txt,kaustav,ilp,,config0,8,False,True,True,10.0,14.0,4.46,52332,0,20.0,862.0,
625,config0,ParisAdj.txt,kaustav,ilp,,config0,10,False,True,True,10.0,14.0,4.5,52328,0,20.0,862.0,
729,config0,ParisAdj.txt,kaustav,ilp,,config0,12,False,True,True,10.0,14.0,4.45,52332,0,20.0,862.0,
833,config0,ParisAdj.txt,kaustav,ilp,,config0,16,False,True,True,10.0,14.0,4.51,52332,0,20.0,862.0,
3,config0,PhilippineAdj.txt,kaustav,ilp,,config0,1,False,True,True,14.0,51.0,0.92,51936,0,28.0,113.0,
107,config0,PhilippineAdj.txt,kaustav,ilp,,config0,2,False,True,True,14.0,51.0,0.91,53596,0,28.0,2303.0,
211,config0,PhilippineAdj.txt,kaustav,ilp,,config0,3,False,True,True,14.0,51.0,1.91,62248,0,28.0,8803.0,
315,config0,PhilippineAdj.txt,kaustav,ilp,,config0,4,False,True,True,14.0,51.0,10.12,68276,0,28.0,12306.0,
419,config0,PhilippineAdj.txt,kaustav,ilp,,config0,6,False,True,True,14.0,51.0,173.65,71564,0,28.0,13186.0,
523,config0,PhilippineAdj.txt,kaustav,ilp,,config0,8,False,True,True,14.0,51.0,701.23,71608,0,28.0,13499.0,
627,config0,PhilippineAdj.txt,kaustav,ilp,,config0,10,False,True,True,14.0,51.0,1047.01,71848,0,28.0,13543.0,
731,config0,PhilippineAdj.txt,kaustav,ilp,,config0,12,False,True,True,14.0,51.0,1135.64,71860,0,28.0,13543.0,
835,config0,PhilippineAdj.txt,kaustav,ilp,,config0,16,False,True,True,14.0,51.0,1039.78,71836,0,28.0,13543.0,
4,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,1,False,True,True,39.0,89.0,1.22,52612,0,78.0,819.0,
108,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,2,False,True,True,39.0,89.0,7.8,509532,0,78.0,164066.0,
212,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,3,False,True,False,,,76.86,3728396,1,,,True
316,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,4,False,True,False,,,68.99,3728472,1,,,True
420,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,6,False,True,False,,,165.97,3728528,1,,,True
524,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,8,False,True,False,,,567.44,3728444,1,,,True
628,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,10,False,True,False,,,960.82,3606372,0,,,True
732,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,12,False,True,False,,,958.51,3606372,0,,,True
836,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,16,False,True,False,,,987.27,3605516,0,,,True
53,config0,ca-CondMat.mtx,collaboration,ilp,,config0,1,False,True,False,,,71.48,3632808,0,,,True
157,config0,ca-CondMat.mtx,collaboration,ilp,,config0,2,False,True,False,,,73.85,3656568,0,,,True
261,config0,ca-CondMat.mtx,collaboration,ilp,,config0,3,False,True,False,,,72.78,3656572,0,,,True
365,config0,ca-CondMat.mtx,collaboration,ilp,,config0,4,False,True,False,,,66.65,3656560,0,,,True
469,config0,ca-CondMat.mtx,collaboration,ilp,,config0,6,False,True,False,,,68.59,3656560,0,,,True
573,config0,ca-CondMat.mtx,collaboration,ilp,,config0,8,False,True,False,,,67.78,3656564,0,,,True
677,config0,ca-CondMat.mtx,collaboration,ilp,,config0,10,False,True,False,,,68.48,3656576,0,,,True
781,config0,ca-CondMat.mtx,collaboration,ilp,,config0,12,False,True,False,,,64.8,3656568,0,,,True
885,config0,ca-CondMat.mtx,collaboration,ilp,,config0,16,False,True,False,,,63.21,3656552,0,,,True
54,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,1,False,True,False,,,29.42,3620436,0,,,True
158,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,2,False,True,False,,,25.18,3656736,0,,,True
262,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,3,False,True,False,,,24.71,3656744,0,,,True
366,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,4,False,True,False,,,25.05,3656736,0,,,True
470,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,6,False,True,False,,,24.81,3658788,0,,,True
574,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,8,False,True,False,,,24.33,3656744,0,,,True
678,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,10,False,True,False,,,24.38,3656736,0,,,True
782,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,12,False,True,False,,,24.55,3656732,0,,,True
886,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,16,False,True,False,,,25.09,3656736,0,,,True
52,config0,ca-GrQc.mtx,collaboration,ilp,,config0,1,False,True,False,,,57.85,3656748,0,,,True
156,config0,ca-GrQc.mtx,collaboration,ilp,,config0,2,False,True,False,,,41.4,3656580,0,,,True
260,config0,ca-GrQc.mtx,collaboration,ilp,,config0,3,False,True,False,,,41.82,3656580,0,,,True
364,config0,ca-GrQc.mtx,collaboration,ilp,,config0,4,False,True,False,,,43.41,3656608,0,,,True
468,config0,ca-GrQc.mtx,collaboration,ilp,,config0,6,False,True,False,,,41.75,3656580,0,,,True
572,config0,ca-GrQc.mtx,collaboration,ilp,,config0,8,False,True,False,,,42.11,3656604,0,,,True
676,config0,ca-GrQc.mtx,collaboration,ilp,,config0,10,False,True,False,,,41.25,3656604,0,,,True
780,config0,ca-GrQc.mtx,collaboration,ilp,,config0,12,False,True,False,,,43.77,3656604,0,,,True
884,config0,ca-GrQc.mtx,collaboration,ilp,,config0,16,False,True,False,,,41.39,3656580,0,,,True
51,config0,ca-citeseer.mtx,collaboration,ilp,,config0,1,False,True,False,,,359.7,3656716,0,,,True
155,config0,ca-citeseer.mtx,collaboration,ilp,,config0,2,False,True,False,,,344.65,3656720,0,,,True
259,config0,ca-citeseer.mtx,collaboration,ilp,,config0,3,False,True,False,,,339.68,3656716,0,,,True
363,config0,ca-citeseer.mtx,collaboration,ilp,,config0,4,False,True,False,,,342.21,3656728,0,,,True
467,config0,ca-citeseer.mtx,collaboration,ilp,,config0,6,False,True,False,,,359.0,3656732,0,,,True
571,config0,ca-citeseer.mtx,collaboration,ilp,,config0,8,False,True,False,,,351.67,3656724,0,,,True
675,config0,ca-citeseer.mtx,collaboration,ilp,,config0,10,False,True,False,,,346.07,3656724,0,,,True
779,config0,ca-citeseer.mtx,collaboration,ilp,,config0,12,False,True,False,,,347.7,3656728,0,,,True
883,config0,ca-citeseer.mtx,collaboration,ilp,,config0,16,False,True,False,,,331.77,3656732,0,,,True
50,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,1,False,True,False,,,257.72,3656784,0,,,True
154,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,2,False,True,False,,,300.56,3656704,0,,,True
258,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,3,False,True,False,,,274.49,3656704,0,,,True
362,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,4,False,True,False,,,263.74,3656716,0,,,True
466,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,6,False,True,False,,,267.57,3656704,0,,,True
570,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,8,False,True,False,,,266.58,3656708,0,,,True
674,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,10,False,True,False,,,263.85,3656720,0,,,True
778,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,12,False,True,False,,,255.63,3656700,0,,,True
882,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,16,False,True,False,,,256.46,3656700,0,,,True
48,config0,ca-netscience.mtx,collaboration,ilp,,config0,1,False,True,True,379.0,914.0,3.86,178364,0,758.0,40708.0,
152,config0,ca-netscience.mtx,collaboration,ilp,,config0,2,False,True,False,,,64.14,3656720,1,,,True
256,config0,ca-netscience.mtx,collaboration,ilp,,config0,3,False,True,False,,,51.27,3658832,1,,,True
360,config0,ca-netscience.mtx,collaboration,ilp,,config0,4,False,True,False,,,48.41,3656784,1,,,True
464,config0,ca-netscience.mtx,collaboration,ilp,,config0,6,False,True,False,,,51.56,3656788,1,,,True
568,config0,ca-netscience.mtx,collaboration,ilp,,config0,8,False,True,False,,,49.23,3656784,1,,,True
672,config0,ca-netscience.mtx,collaboration,ilp,,config0,10,False,True,False,,,49.12,3656788,1,,,True
776,config0,ca-netscience.mtx,collaboration,ilp,,config0,12,False,True,False,,,48.59,3656784,1,,,True
880,config0,ca-netscience.mtx,collaboration,ilp,,config0,16,False,True,False,,,49.1,3656788,1,,,True
49,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,1,False,True,True,86.0,124.0,2.07,85976,0,172.0,3040.0,
153,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,2,False,True,False,,,83.16,3656728,0,,,True
257,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,3,False,True,False,,,90.58,3656528,1,,,True
361,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,4,False,True,False,,,55.34,3656672,1,,,True
465,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,6,False,True,False,,,58.81,3656672,1,,,True
569,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,8,False,True,False,,,60.04,3656672,1,,,True
673,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,10,False,True,False,,,60.07,3658720,1,,,True
777,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,12,False,True,False,,,61.81,3656672,1,,,True
881,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,16,False,True,False,,,59.83,3656696,1,,,True
14,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,1,False,True,True,332.0,2126.0,5.72,298524,0,664.0,50745.0,
118,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,2,False,True,False,,,37.1,3656644,0,,,True
222,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,3,False,True,False,,,37.22,3656544,1,,,True
326,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,4,False,True,False,,,31.4,3656540,0,,,True
430,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,6,False,True,False,,,31.63,3656536,0,,,True
534,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,8,False,True,False,,,36.49,3656540,1,,,True
638,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,10,False,True,False,,,32.49,3656532,0,,,True
742,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,12,False,True,False,,,31.64,3656532,0,,,True
846,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,16,False,True,False,,,32.53,3656528,0,,,True
17,config0,power-1138-bus.mtx,power,ilp,,config0,1,False,True,True,1138.0,2596.0,18.13,1076416,0,2276.0,640050.0,
121,config0,power-1138-bus.mtx,power,ilp,,config0,2,False,True,False,,,36.35,3656688,0,,,True
225,config0,power-1138-bus.mtx,power,ilp,,config0,3,False,True,False,,,36.69,3658808,0,,,True
329,config0,power-1138-bus.mtx,power,ilp,,config0,4,False,True,False,,,34.86,3656772,0,,,True
433,config0,power-1138-bus.mtx,power,ilp,,config0,6,False,True,False,,,37.17,3656768,0,,,True
537,config0,power-1138-bus.mtx,power,ilp,,config0,8,False,True,False,,,36.9,3656764,0,,,True
641,config0,power-1138-bus.mtx,power,ilp,,config0,10,False,True,False,,,36.89,3656764,0,,,True
745,config0,power-1138-bus.mtx,power,ilp,,config0,12,False,True,False,,,35.53,3656760,0,,,True
849,config0,power-1138-bus.mtx,power,ilp,,config0,16,False,True,False,,,34.18,3656768,0,,,True
19,config0,power-494-bus.mtx,power,ilp,,config0,1,False,True,True,494.0,1080.0,4.82,261104,0,988.0,121726.0,
123,config0,power-494-bus.mtx,power,ilp,,config0,2,False,True,False,,,45.95,3656624,1,,,True
227,config0,power-494-bus.mtx,power,ilp,,config0,3,False,True,False,,,40.52,3656724,1,,,True
331,config0,power-494-bus.mtx,power,ilp,,config0,4,False,True,False,,,41.8,3656724,1,,,True
435,config0,power-494-bus.mtx,power,ilp,,config0,6,False,True,False,,,43.24,3656720,1,,,True
539,config0,power-494-bus.mtx,power,ilp,,config0,8,False,True,False,,,42.6,3656724,1,,,True
643,config0,power-494-bus.mtx,power,ilp,,config0,10,False,True,False,,,39.53,3656724,1,,,True
747,config0,power-494-bus.mtx,power,ilp,,config0,12,False,True,False,,,39.67,3656720,1,,,True
851,config0,power-494-bus.mtx,power,ilp,,config0,16,False,True,False,,,43.39,3658768,1,,,True
21,config0,power-685-bus.mtx,power,ilp,,config0,1,False,True,True,685.0,1967.0,8.99,547200,0,1370.0,231550.0,
125,config0,power-685-bus.mtx,power,ilp,,config0,2,False,True,False,,,35.58,3656768,0,,,True
229,config0,power-685-bus.mtx,power,ilp,,config0,3,False,True,False,,,31.9,3656768,0,,,True
333,config0,power-685-bus.mtx,power,ilp,,config0,4,False,True,False,,,31.82,3656768,0,,,True
437,config0,power-685-bus.mtx,power,ilp,,config0,6,False,True,False,,,31.6,3656768,0,,,True
541,config0,power-685-bus.mtx,power,ilp,,config0,8,False,True,False,,,31.55,3656772,0,,,True
645,config0,power-685-bus.mtx,power,ilp,,config0,10,False,True,False,,,31.89,3656768,0,,,True
749,config0,power-685-bus.mtx,power,ilp,,config0,12,False,True,False,,,32.51,3658812,0,,,True
853,config0,power-685-bus.mtx,power,ilp,,config0,16,False,True,False,,,33.55,3656768,0,,,True
16,config0,power-US-Grid.mtx,power,ilp,,config0,1,False,True,False,,,43.35,3559724,0,,,True
120,config0,power-US-Grid.mtx,power,ilp,,config0,2,False,True,False,,,35.53,3656696,0,,,True
224,config0,power-US-Grid.mtx,power,ilp,,config0,3,False,True,False,,,35.56,3656696,0,,,True
328,config0,power-US-Grid.mtx,power,ilp,,config0,4,False,True,False,,,35.07,3656696,0,,,True
432,config0,power-US-Grid.mtx,power,ilp,,config0,6,False,True,False,,,34.77,3656692,0,,,True
536,config0,power-US-Grid.mtx,power,ilp,,config0,8,False,True,False,,,34.7,3656696,0,,,True
640,config0,power-US-Grid.mtx,power,ilp,,config0,10,False,True,False,,,35.36,3656692,0,,,True
744,config0,power-US-Grid.mtx,power,ilp,,config0,12,False,True,False,,,33.97,3656696,0,,,True
848,config0,power-US-Grid.mtx,power,ilp,,config0,16,False,True,False,,,37.45,3658740,0,,,True
20,config0,power-bcspwr09.mtx,power,ilp,,config0,1,False,True,True,1723.0,4117.0,46.54,2538976,0,3446.0,1483344.0,
124,config0,power-bcspwr09.mtx,power,ilp,,config0,2,False,True,False,,,38.85,3656780,0,,,True
228,config0,power-bcspwr09.mtx,power,ilp,,config0,3,False,True,False,,,39.5,3656584,0,,,True
332,config0,power-bcspwr09.mtx,power,ilp,,config0,4,False,True,False,,,40.18,3656584,0,,,True
436,config0,power-bcspwr09.mtx,power,ilp,,config0,6,False,True,False,,,38.34,3656580,0,,,True
540,config0,power-bcspwr09.mtx,power,ilp,,config0,8,False,True,False,,,40.17,3656580,0,,,True
644,config0,power-bcspwr09.mtx,power,ilp,,config0,10,False,True,False,,,37.59,3656584,0,,,True
748,config0,power-bcspwr09.mtx,power,ilp,,config0,12,False,True,False,,,38.09,3656580,0,,,True
852,config0,power-bcspwr09.mtx,power,ilp,,config0,16,False,True,False,,,37.47,3656584,0,,,True
18,config0,power-eris1176.mtx,power,ilp,,config0,1,False,True,True,1176.0,9864.0,35.04,1327132,0,2352.0,423464.0,
122,config0,power-eris1176.mtx,power,ilp,,config0,2,False,True,False,,,41.66,3656732,0,,,True
226,config0,power-eris1176.mtx,power,ilp,,config0,3,False,True,False,,,45.98,3656552,0,,,True
330,config0,power-eris1176.mtx,power,ilp,,config0,4,False,True,False,,,47.77,3656556,0,,,True
434,config0,power-eris1176.mtx,power,ilp,,config0,6,False,True,False,,,44.79,3656556,0,,,True
538,config0,power-eris1176.mtx,power,ilp,,config0,8,False,True,False,,,44.44,3656548,0,,,True
642,config0,power-eris1176.mtx,power,ilp,,config0,10,False,True,False,,,44.92,3656552,0,,,True
746,config0,power-eris1176.mtx,power,ilp,,config0,12,False,True,False,,,46.5,3656552,0,,,True
850,config0,power-eris1176.mtx,power,ilp,,config0,16,False,True,False,,,43.73,3656552,0,,,True
29,config0,road-chesapeake.mtx,road,ilp,,config0,1,False,True,True,39.0,170.0,2.39,84040,0,78.0,809.0,
133,config0,road-chesapeake.mtx,road,ilp,,config0,2,False,True,True,39.0,170.0,11.61,716944,0,78.0,196944.0,
237,config0,road-chesapeake.mtx,road,ilp,,config0,3,False,True,False,,,72.51,3656612,1,,,True
341,config0,road-chesapeake.mtx,road,ilp,,config0,4,False,True,False,,,71.24,3656792,1,,,True
445,config0,road-chesapeake.mtx,road,ilp,,config0,6,False,True,False,,,152.86,3557744,0,,,True
549,config0,road-chesapeake.mtx,road,ilp,,config0,8,False,True,False,,,581.1,3622364,0,,,True
653,config0,road-chesapeake.mtx,road,ilp,,config0,10,False,True,False,,,576.77,3620324,0,,,True
757,config0,road-chesapeake.mtx,road,ilp,,config0,12,False,True,False,,,563.59,3620316,0,,,True
861,config0,road-chesapeake.mtx,road,ilp,,config0,16,False,True,False,,,534.12,3620328,0,,,True
28,config0,road-euroroad.edges,road,ilp,,config0,1,False,True,True,1174.0,1417.0,18.53,1093620,0,2348.0,676878.0,
132,config0,road-euroroad.edges,road,ilp,,config0,2,False,True,False,,,34.79,3728460,0,,,True
236,config0,road-euroroad.edges,road,ilp,,config0,3,False,True,False,,,37.15,3728512,0,,,True
340,config0,road-euroroad.edges,road,ilp,,config0,4,False,True,False,,,36.56,3728512,0,,,True
444,config0,road-euroroad.edges,road,ilp,,config0,6,False,True,False,,,38.38,3728512,0,,,True
548,config0,road-euroroad.edges,road,ilp,,config0,8,False,True,False,,,37.55,3728516,0,,,True
652,config0,road-euroroad.edges,road,ilp,,config0,10,False,True,False,,,35.3,3728516,0,,,True
756,config0,road-euroroad.edges,road,ilp,,config0,12,False,True,False,,,35.32,3728512,0,,,True
860,config0,road-euroroad.edges,road,ilp,,config0,16,False,True,False,,,35.5,3728512,0,,,True
32,config0,road-luxembourg-osm.mtx,road,ilp,,config0,1,False,True,False,,,66.27,3461088,0,,,
136,config0,road-luxembourg-osm.mtx,road,ilp,,config0,2,False,True,False,,,64.89,3656780,0,,,True
240,config0,road-luxembourg-osm.mtx,road,ilp,,config0,3,False,True,False,,,63.58,3656780,0,,,True
344,config0,road-luxembourg-osm.mtx,road,ilp,,config0,4,False,True,False,,,62.11,3656780,0,,,True
448,config0,road-luxembourg-osm.mtx,road,ilp,,config0,6,False,True,False,,,63.59,3656780,0,,,True
552,config0,road-luxembourg-osm.mtx,road,ilp,,config0,8,False,True,False,,,64.25,3656780,0,,,True
656,config0,road-luxembourg-osm.mtx,road,ilp,,config0,10,False,True,False,,,68.59,3656784,0,,,True
760,config0,road-luxembourg-osm.mtx,road,ilp,,config0,12,False,True,False,,,67.94,3656780,0,,,True
864,config0,road-luxembourg-osm.mtx,road,ilp,,config0,16,False,True,False,,,71.37,3656784,0,,,True
31,config0,road-minnesota.mtx,road,ilp,,config0,1,False,True,False,,,42.84,3656496,0,,,True
135,config0,road-minnesota.mtx,road,ilp,,config0,2,False,True,False,,,30.79,3656716,0,,,True
239,config0,road-minnesota.mtx,road,ilp,,config0,3,False,True,False,,,37.66,3658592,0,,,True
343,config0,road-minnesota.mtx,road,ilp,,config0,4,False,True,False,,,37.29,3656544,0,,,True
447,config0,road-minnesota.mtx,road,ilp,,config0,6,False,True,False,,,39.76,3656544,0,,,True
551,config0,road-minnesota.mtx,road,ilp,,config0,8,False,True,False,,,37.41,3656544,0,,,True
655,config0,road-minnesota.mtx,road,ilp,,config0,10,False,True,False,,,40.29,3656540,0,,,True
759,config0,road-minnesota.mtx,road,ilp,,config0,12,False,True,False,,,39.01,3656544,0,,,True
863,config0,road-minnesota.mtx,road,ilp,,config0,16,False,True,False,,,37.03,3656540,0,,,True
30,config0,road-roadNet-PA.mtx,road,ilp,,config0,1,False,True,False,,,405.2,3656784,0,,,True
134,config0,road-roadNet-PA.mtx,road,ilp,,config0,2,False,True,False,,,392.78,3656768,0,,,True
238,config0,road-roadNet-PA.mtx,road,ilp,,config0,3,False,True,False,,,404.16,3656760,0,,,True
342,config0,road-roadNet-PA.mtx,road,ilp,,config0,4,False,True,False,,,395.38,3656784,0,,,True
446,config0,road-roadNet-PA.mtx,road,ilp,,config0,6,False,True,False,,,403.95,3656784,0,,,True
550,config0,road-roadNet-PA.mtx,road,ilp,,config0,8,False,True,False,,,402.49,3656784,0,,,True
654,config0,road-roadNet-PA.mtx,road,ilp,,config0,10,False,True,False,,,416.37,3656792,0,,,True
758,config0,road-roadNet-PA.mtx,road,ilp,,config0,12,False,True,False,,,395.85,3656788,0,,,True
862,config0,road-roadNet-PA.mtx,road,ilp,,config0,16,False,True,False,,,397.06,3656784,0,,,True
65,config0,soc-dolphins.mtx,social,ilp,,config0,1,False,True,True,62.0,159.0,2.32,87740,0,124.0,2013.0,
169,config0,soc-dolphins.mtx,social,ilp,,config0,2,False,True,False,,,63.7,3655728,0,,,True
273,config0,soc-dolphins.mtx,social,ilp,,config0,3,False,True,False,,,41.82,3531204,0,,,True
377,config0,soc-dolphins.mtx,social,ilp,,config0,4,False,True,False,,,40.17,3639552,0,,,True
481,config0,soc-dolphins.mtx,social,ilp,,config0,6,False,True,False,,,48.04,3658656,1,,,True
585,config0,soc-dolphins.mtx,social,ilp,,config0,8,False,True,False,,,48.2,3656612,1,,,True
689,config0,soc-dolphins.mtx,social,ilp,,config0,10,False,True,False,,,46.14,3656616,1,,,True
793,config0,soc-dolphins.mtx,social,ilp,,config0,12,False,True,False,,,47.11,3656612,1,,,True
897,config0,soc-dolphins.mtx,social,ilp,,config0,16,False,True,False,,,49.12,3656612,1,,,True
