,config,benchmark,network_type,encoding,configuration,ilp_configuration,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime,max_res_set_size,exit_status,n_vars,n_csts,encoding_m/o
13,config1,soccer_ball.txt,geometric,ilp,,config1,1,False,True,True,32.0,90.0,1.3,52104,0,64.0,380.0,
117,config1,soccer_ball.txt,geometric,ilp,,config1,2,False,True,True,32.0,90.0,3.11,52268,0,64.0,604.0,
221,config1,soccer_ball.txt,geometric,ilp,,config1,3,False,True,True,32.0,90.0,167.71,51988,0,64.0,184.0,
325,config1,soccer_ball.txt,geometric,ilp,,config1,4,True,True,True,,,3559.16,49388,0,,,
429,config1,soccer_ball.txt,geometric,ilp,,config1,6,True,True,True,,,3599.53,49388,0,,,
533,config1,soccer_ball.txt,geometric,ilp,,config1,8,True,True,True,,,3600.67,49388,0,,,
637,config1,soccer_ball.txt,geometric,ilp,,config1,10,True,True,True,,,3599.51,49340,0,,,
741,config1,soccer_ball.txt,geometric,ilp,,config1,12,True,True,True,,,3600.11,49340,0,,,
845,config1,soccer_ball.txt,geometric,ilp,,config1,16,True,True,True,,,3600.14,49336,0,,,
90,config1,socfb-Amherst41.mtx,social,ilp,,config1,1,True,True,True,,,3598.71,1113432,0,,,
194,config1,socfb-Amherst41.mtx,social,ilp,,config1,2,True,True,True,,,3599.96,197848,0,,,
298,config1,socfb-Amherst41.mtx,social,ilp,,config1,3,True,True,True,,,3599.9,171524,0,,,
402,config1,socfb-Amherst41.mtx,social,ilp,,config1,4,True,True,True,,,3595.39,171536,0,,,
506,config1,socfb-Amherst41.mtx,social,ilp,,config1,6,True,True,True,,,3590.48,169480,0,,,
610,config1,socfb-Amherst41.mtx,social,ilp,,config1,8,True,True,True,,,3588.13,171516,0,,,
714,config1,socfb-Amherst41.mtx,social,ilp,,config1,10,True,True,True,,,3592.08,171532,0,,,
818,config1,socfb-Amherst41.mtx,social,ilp,,config1,12,True,True,True,,,3594.6,169484,0,,,
922,config1,socfb-Amherst41.mtx,social,ilp,,config1,16,True,True,True,,,3595.66,169500,0,,,
83,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,1,True,True,True,,,3596.04,1034120,0,,,
187,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,2,True,True,True,,,3597.91,193784,0,,,
291,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,3,True,True,True,,,3597.9,166700,0,,,
395,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,4,True,True,True,,,3599.94,166696,0,,,
499,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,6,True,True,True,,,3598.9,164652,0,,,
603,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,8,True,True,True,,,3599.72,166692,0,,,
707,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,10,True,True,True,,,3599.61,166692,0,,,
811,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,12,True,True,True,,,3598.61,164648,0,,,
915,config1,socfb-Bowdoin47.mtx,social,ilp,,config1,16,True,True,True,,,3599.59,164648,0,,,
99,config1,socfb-Caltech36.mtx,social,ilp,,config1,1,True,True,True,,,3594.09,615024,0,,,
203,config1,socfb-Caltech36.mtx,social,ilp,,config1,2,True,True,True,,,3590.38,118496,0,,,
307,config1,socfb-Caltech36.mtx,social,ilp,,config1,3,True,True,True,,,3583.33,100116,0,,,
411,config1,socfb-Caltech36.mtx,social,ilp,,config1,4,True,True,True,,,3591.37,100100,0,,,
515,config1,socfb-Caltech36.mtx,social,ilp,,config1,6,True,True,True,,,3591.13,100128,0,,,
619,config1,socfb-Caltech36.mtx,social,ilp,,config1,8,True,True,True,,,3592.38,100100,0,,,
723,config1,socfb-Caltech36.mtx,social,ilp,,config1,10,True,True,True,,,3597.12,100132,0,,,
827,config1,socfb-Caltech36.mtx,social,ilp,,config1,12,True,True,True,,,3588.09,100088,0,,,
931,config1,socfb-Caltech36.mtx,social,ilp,,config1,16,True,True,True,,,3599.84,98332,0,,,
85,config1,socfb-Colgate88.mtx,social,ilp,,config1,1,True,True,True,,,3599.05,1231248,0,,,
189,config1,socfb-Colgate88.mtx,social,ilp,,config1,2,True,True,True,,,3599.4,254780,0,,,
293,config1,socfb-Colgate88.mtx,social,ilp,,config1,3,True,True,True,,,3595.6,233856,0,,,
397,config1,socfb-Colgate88.mtx,social,ilp,,config1,4,True,True,True,,,3591.62,231812,0,,,
501,config1,socfb-Colgate88.mtx,social,ilp,,config1,6,True,True,True,,,3590.92,233860,0,,,
605,config1,socfb-Colgate88.mtx,social,ilp,,config1,8,True,True,True,,,3591.89,231808,0,,,
709,config1,socfb-Colgate88.mtx,social,ilp,,config1,10,True,True,True,,,3595.85,231808,0,,,
813,config1,socfb-Colgate88.mtx,social,ilp,,config1,12,True,True,True,,,3590.94,231808,0,,,
917,config1,socfb-Colgate88.mtx,social,ilp,,config1,16,True,True,True,,,3590.29,231812,0,,,
95,config1,socfb-Hamilton46.mtx,social,ilp,,config1,1,True,True,True,,,3599.24,1303148,0,,,
199,config1,socfb-Hamilton46.mtx,social,ilp,,config1,2,True,True,True,,,3589.63,198920,0,,,
303,config1,socfb-Hamilton46.mtx,social,ilp,,config1,3,True,True,True,,,3590.94,176996,0,,,
407,config1,socfb-Hamilton46.mtx,social,ilp,,config1,4,True,True,True,,,3588.07,177004,0,,,
511,config1,socfb-Hamilton46.mtx,social,ilp,,config1,6,True,True,True,,,3592.59,176992,0,,,
615,config1,socfb-Hamilton46.mtx,social,ilp,,config1,8,True,True,True,,,3592.05,177000,0,,,
719,config1,socfb-Hamilton46.mtx,social,ilp,,config1,10,True,True,True,,,3593.33,176992,0,,,
823,config1,socfb-Hamilton46.mtx,social,ilp,,config1,12,True,True,True,,,3592.23,174952,0,,,
927,config1,socfb-Hamilton46.mtx,social,ilp,,config1,16,True,True,True,,,3596.58,176996,0,,,
87,config1,socfb-Haverford76.mtx,social,ilp,,config1,1,True,True,True,,,3599.21,1118160,0,,,
191,config1,socfb-Haverford76.mtx,social,ilp,,config1,2,True,True,True,,,3599.93,195044,0,,,
295,config1,socfb-Haverford76.mtx,social,ilp,,config1,3,True,True,True,,,3600.03,138052,0,,,
399,config1,socfb-Haverford76.mtx,social,ilp,,config1,4,True,True,True,,,3599.42,138036,0,,,
503,config1,socfb-Haverford76.mtx,social,ilp,,config1,6,True,True,True,,,3599.6,138044,0,,,
607,config1,socfb-Haverford76.mtx,social,ilp,,config1,8,True,True,True,,,3594.94,140096,0,,,
711,config1,socfb-Haverford76.mtx,social,ilp,,config1,10,True,True,True,,,3591.76,138052,0,,,
815,config1,socfb-Haverford76.mtx,social,ilp,,config1,12,True,True,True,,,3588.63,138048,0,,,
919,config1,socfb-Haverford76.mtx,social,ilp,,config1,16,True,True,True,,,3592.68,138040,0,,,
88,config1,socfb-Mich67.mtx,social,ilp,,config1,1,True,True,True,,,3591.31,744288,0,,,
192,config1,socfb-Mich67.mtx,social,ilp,,config1,2,True,True,True,,,3588.04,168672,0,,,
296,config1,socfb-Mich67.mtx,social,ilp,,config1,3,True,True,True,,,3590.47,164492,0,,,
400,config1,socfb-Mich67.mtx,social,ilp,,config1,4,True,True,True,,,3591.68,164404,0,,,
504,config1,socfb-Mich67.mtx,social,ilp,,config1,6,True,True,True,,,3592.33,164412,0,,,
608,config1,socfb-Mich67.mtx,social,ilp,,config1,8,True,True,True,,,3593.5,166452,0,,,
712,config1,socfb-Mich67.mtx,social,ilp,,config1,10,True,True,True,,,3599.08,164656,0,,,
816,config1,socfb-Mich67.mtx,social,ilp,,config1,12,True,True,True,,,3598.76,166468,0,,,
920,config1,socfb-Mich67.mtx,social,ilp,,config1,16,True,True,True,,,3599.63,164664,0,,,
102,config1,socfb-Middlebury45.mtx,social,ilp,,config1,1,True,True,True,,,3599.21,1232568,0,,,
206,config1,socfb-Middlebury45.mtx,social,ilp,,config1,2,True,True,True,,,3599.59,222148,0,,,
310,config1,socfb-Middlebury45.mtx,social,ilp,,config1,3,True,True,True,,,3599.29,202656,0,,,
414,config1,socfb-Middlebury45.mtx,social,ilp,,config1,4,True,True,True,,,3597.74,202636,0,,,
518,config1,socfb-Middlebury45.mtx,social,ilp,,config1,6,True,True,True,,,3598.81,202640,0,,,
622,config1,socfb-Middlebury45.mtx,social,ilp,,config1,8,True,True,True,,,3598.9,202640,0,,,
726,config1,socfb-Middlebury45.mtx,social,ilp,,config1,10,True,True,True,,,3599.84,202636,0,,,
830,config1,socfb-Middlebury45.mtx,social,ilp,,config1,12,True,True,True,,,3599.89,202640,0,,,
934,config1,socfb-Middlebury45.mtx,social,ilp,,config1,16,True,True,True,,,3599.82,202648,0,,,
91,config1,socfb-Oberlin44.mtx,social,ilp,,config1,1,True,True,True,,,3588.96,900176,0,,,
195,config1,socfb-Oberlin44.mtx,social,ilp,,config1,2,True,True,True,,,3586.82,185268,0,,,
299,config1,socfb-Oberlin44.mtx,social,ilp,,config1,3,True,True,True,,,3587.56,169396,0,,,
403,config1,socfb-Oberlin44.mtx,social,ilp,,config1,4,True,True,True,,,3589.62,169384,0,,,
507,config1,socfb-Oberlin44.mtx,social,ilp,,config1,6,True,True,True,,,3590.74,169444,0,,,
611,config1,socfb-Oberlin44.mtx,social,ilp,,config1,8,True,True,True,,,3590.99,171436,0,,,
715,config1,socfb-Oberlin44.mtx,social,ilp,,config1,10,True,True,True,,,3597.36,171444,0,,,
819,config1,socfb-Oberlin44.mtx,social,ilp,,config1,12,True,True,True,,,3597.1,171440,0,,,
923,config1,socfb-Oberlin44.mtx,social,ilp,,config1,16,True,True,True,,,3599.68,169644,0,,,
92,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,1,True,True,True,,,3591.32,1406300,0,,,
196,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,2,True,True,True,,,3590.8,231456,0,,,
300,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,3,True,True,True,,,3586.74,230548,0,,,
404,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,4,True,True,True,,,3592.14,230544,0,,,
508,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,6,True,True,True,,,3592.44,230540,0,,,
612,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,8,True,True,True,,,3591.38,230540,0,,,
716,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,10,True,True,True,,,3593.92,230540,0,,,
820,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,12,True,True,True,,,3599.09,232568,0,,,
924,config1,socfb-Pepperdine86.mtx,social,ilp,,config1,16,True,True,True,,,3599.13,230544,0,,,
93,config1,socfb-Reed98.mtx,social,ilp,,config1,1,True,True,True,,,3591.09,597164,0,,,
197,config1,socfb-Reed98.mtx,social,ilp,,config1,2,True,True,True,,,3592.23,127128,0,,,
301,config1,socfb-Reed98.mtx,social,ilp,,config1,3,True,True,True,,,3589.18,101200,0,,,
405,config1,socfb-Reed98.mtx,social,ilp,,config1,4,True,True,True,,,3595.1,101196,0,,,
509,config1,socfb-Reed98.mtx,social,ilp,,config1,6,True,True,True,,,3598.99,101172,0,,,
613,config1,socfb-Reed98.mtx,social,ilp,,config1,8,True,True,True,,,3599.85,101188,0,,,
717,config1,socfb-Reed98.mtx,social,ilp,,config1,10,True,True,True,,,3600.11,101184,0,,,
821,config1,socfb-Reed98.mtx,social,ilp,,config1,12,True,True,True,,,3599.92,101192,0,,,
925,config1,socfb-Reed98.mtx,social,ilp,,config1,16,True,True,True,,,3600.09,101184,0,,,
98,config1,socfb-Simmons81.mtx,social,ilp,,config1,1,True,True,True,,,3592.92,734976,0,,,
202,config1,socfb-Simmons81.mtx,social,ilp,,config1,2,True,True,True,,,3594.1,127020,0,,,
306,config1,socfb-Simmons81.mtx,social,ilp,,config1,3,True,True,True,,,3597.92,114604,0,,,
410,config1,socfb-Simmons81.mtx,social,ilp,,config1,4,True,True,True,,,3598.79,114616,0,,,
514,config1,socfb-Simmons81.mtx,social,ilp,,config1,6,True,True,True,,,3599.71,114612,0,,,
618,config1,socfb-Simmons81.mtx,social,ilp,,config1,8,True,True,True,,,3600.01,112568,0,,,
722,config1,socfb-Simmons81.mtx,social,ilp,,config1,10,True,True,True,,,3600.03,112712,0,,,
826,config1,socfb-Simmons81.mtx,social,ilp,,config1,12,True,True,True,,,3600.29,112580,0,,,
930,config1,socfb-Simmons81.mtx,social,ilp,,config1,16,True,True,True,,,3600.34,112732,0,,,
100,config1,socfb-Smith60.mtx,social,ilp,,config1,1,True,True,True,,,3587.28,992972,0,,,
204,config1,socfb-Smith60.mtx,social,ilp,,config1,2,True,True,True,,,3590.19,210648,0,,,
308,config1,socfb-Smith60.mtx,social,ilp,,config1,3,True,True,True,,,3589.73,176324,0,,,
412,config1,socfb-Smith60.mtx,social,ilp,,config1,4,True,True,True,,,3590.57,178220,0,,,
516,config1,socfb-Smith60.mtx,social,ilp,,config1,6,True,True,True,,,3597.0,176188,0,,,
620,config1,socfb-Smith60.mtx,social,ilp,,config1,8,True,True,True,,,3597.25,178216,0,,,
724,config1,socfb-Smith60.mtx,social,ilp,,config1,10,True,True,True,,,3599.24,176536,0,,,
828,config1,socfb-Smith60.mtx,social,ilp,,config1,12,True,True,True,,,3600.1,176192,0,,,
932,config1,socfb-Smith60.mtx,social,ilp,,config1,16,True,True,True,,,3599.14,178320,0,,,
103,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,1,True,True,True,,,3594.91,1029140,0,,,
207,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,2,True,True,True,,,3599.01,182924,0,,,
311,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,3,True,True,True,,,3600.1,145464,0,,,
415,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,4,True,True,True,,,3598.98,143672,0,,,
519,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,6,True,True,True,,,3600.04,143404,0,,,
623,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,8,True,True,True,,,3600.13,143672,0,,,
727,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,10,True,True,True,,,3600.13,143424,0,,,
831,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,12,True,True,True,,,3598.85,143668,0,,,
935,config1,socfb-Swarthmore42.mtx,social,ilp,,config1,16,True,True,True,,,3599.52,143444,0,,,
101,config1,socfb-Trinity100.mtx,social,ilp,,config1,1,True,True,True,,,3591.95,1242716,0,,,
205,config1,socfb-Trinity100.mtx,social,ilp,,config1,2,True,True,True,,,3594.25,223260,0,,,
309,config1,socfb-Trinity100.mtx,social,ilp,,config1,3,True,True,True,,,3588.81,189120,0,,,
413,config1,socfb-Trinity100.mtx,social,ilp,,config1,4,True,True,True,,,3589.22,189116,0,,,
517,config1,socfb-Trinity100.mtx,social,ilp,,config1,6,True,True,True,,,3593.17,189120,0,,,
621,config1,socfb-Trinity100.mtx,social,ilp,,config1,8,True,True,True,,,3591.12,191160,0,,,
725,config1,socfb-Trinity100.mtx,social,ilp,,config1,10,True,True,True,,,3591.85,191152,0,,,
829,config1,socfb-Trinity100.mtx,social,ilp,,config1,12,True,True,True,,,3594.73,191152,0,,,
933,config1,socfb-Trinity100.mtx,social,ilp,,config1,16,True,True,True,,,3595.0,191152,0,,,
89,config1,socfb-USFCA72.mtx,social,ilp,,config1,1,True,True,True,,,3599.58,819340,0,,,
193,config1,socfb-USFCA72.mtx,social,ilp,,config1,2,True,True,True,,,3599.48,160868,0,,,
297,config1,socfb-USFCA72.mtx,social,ilp,,config1,3,True,True,True,,,3600.23,147880,0,,,
401,config1,socfb-USFCA72.mtx,social,ilp,,config1,4,True,True,True,,,3599.74,145832,0,,,
505,config1,socfb-USFCA72.mtx,social,ilp,,config1,6,True,True,True,,,3595.34,147868,0,,,
609,config1,socfb-USFCA72.mtx,social,ilp,,config1,8,True,True,True,,,3590.64,147856,0,,,
713,config1,socfb-USFCA72.mtx,social,ilp,,config1,10,True,True,True,,,3584.83,145840,0,,,
817,config1,socfb-USFCA72.mtx,social,ilp,,config1,12,True,True,True,,,3593.89,145960,0,,,
921,config1,socfb-USFCA72.mtx,social,ilp,,config1,16,True,True,True,,,3591.99,145848,0,,,
84,config1,socfb-Vassar85.mtx,social,ilp,,config1,1,True,True,True,,,3599.3,1214560,0,,,
188,config1,socfb-Vassar85.mtx,social,ilp,,config1,2,True,True,True,,,3599.79,214412,0,,,
292,config1,socfb-Vassar85.mtx,social,ilp,,config1,3,True,True,True,,,3596.48,199420,0,,,
396,config1,socfb-Vassar85.mtx,social,ilp,,config1,4,True,True,True,,,3592.11,199416,0,,,
500,config1,socfb-Vassar85.mtx,social,ilp,,config1,6,True,True,True,,,3589.01,197384,0,,,
604,config1,socfb-Vassar85.mtx,social,ilp,,config1,8,True,True,True,,,3592.02,199428,0,,,
708,config1,socfb-Vassar85.mtx,social,ilp,,config1,10,True,True,True,,,3590.54,197392,0,,,
812,config1,socfb-Vassar85.mtx,social,ilp,,config1,12,True,True,True,,,3595.68,199428,0,,,
916,config1,socfb-Vassar85.mtx,social,ilp,,config1,16,True,True,True,,,3591.52,197388,0,,,
94,config1,socfb-Wellesley22.mtx,social,ilp,,config1,1,True,True,True,,,3598.33,936288,0,,,
198,config1,socfb-Wellesley22.mtx,social,ilp,,config1,2,True,True,True,,,3600.1,182888,0,,,
302,config1,socfb-Wellesley22.mtx,social,ilp,,config1,3,True,True,True,,,3599.95,175304,0,,,
406,config1,socfb-Wellesley22.mtx,social,ilp,,config1,4,True,True,True,,,3600.23,175308,0,,,
510,config1,socfb-Wellesley22.mtx,social,ilp,,config1,6,True,True,True,,,3587.83,175312,0,,,
614,config1,socfb-Wellesley22.mtx,social,ilp,,config1,8,True,True,True,,,3592.21,175304,0,,,
718,config1,socfb-Wellesley22.mtx,social,ilp,,config1,10,True,True,True,,,3575.17,175308,0,,,
822,config1,socfb-Wellesley22.mtx,social,ilp,,config1,12,True,True,True,,,3590.65,175288,0,,,
926,config1,socfb-Wellesley22.mtx,social,ilp,,config1,16,True,True,True,,,3590.43,175304,0,,,
96,config1,socfb-Williams40.mtx,social,ilp,,config1,1,True,True,True,,,3593.49,1198784,0,,,
200,config1,socfb-Williams40.mtx,social,ilp,,config1,2,True,True,True,,,3591.71,217680,0,,,
304,config1,socfb-Williams40.mtx,social,ilp,,config1,3,True,True,True,,,3596.63,194344,0,,,
408,config1,socfb-Williams40.mtx,social,ilp,,config1,4,True,True,True,,,3593.83,192308,0,,,
512,config1,socfb-Williams40.mtx,social,ilp,,config1,6,True,True,True,,,3596.84,192320,0,,,
616,config1,socfb-Williams40.mtx,social,ilp,,config1,8,True,True,True,,,3597.91,194180,0,,,
720,config1,socfb-Williams40.mtx,social,ilp,,config1,10,True,True,True,,,3599.36,194344,0,,,
824,config1,socfb-Williams40.mtx,social,ilp,,config1,12,True,True,True,,,3600.09,192320,0,,,
928,config1,socfb-Williams40.mtx,social,ilp,,config1,16,True,True,True,,,3599.92,194348,0,,,
97,config1,socfb-nips-ego.edges,social,ilp,,config1,1,True,True,True,,,3600.2,101600,0,,,
201,config1,socfb-nips-ego.edges,social,ilp,,config1,2,True,True,True,,,3600.64,65976,0,,,
305,config1,socfb-nips-ego.edges,social,ilp,,config1,3,True,True,True,,,3600.57,65924,0,,,
409,config1,socfb-nips-ego.edges,social,ilp,,config1,4,True,True,True,,,3600.48,65980,0,,,
513,config1,socfb-nips-ego.edges,social,ilp,,config1,6,True,True,True,,,3600.32,65984,0,,,
617,config1,socfb-nips-ego.edges,social,ilp,,config1,8,True,True,True,,,3600.14,65688,0,,,
721,config1,socfb-nips-ego.edges,social,ilp,,config1,10,True,True,True,,,3600.26,65920,0,,,
825,config1,socfb-nips-ego.edges,social,ilp,,config1,12,True,True,True,,,3580.43,65708,0,,,
929,config1,socfb-nips-ego.edges,social,ilp,,config1,16,True,True,True,,,3592.04,65912,0,,,
43,config1,web-EPA.edges,webgraph,ilp,,config1,1,True,True,True,,,3592.99,169504,0,,,
147,config1,web-EPA.edges,webgraph,ilp,,config1,2,True,True,True,,,3591.49,68256,0,,,
251,config1,web-EPA.edges,webgraph,ilp,,config1,3,True,True,True,,,3591.44,68252,0,,,
355,config1,web-EPA.edges,webgraph,ilp,,config1,4,True,True,True,,,3588.13,68256,0,,,
459,config1,web-EPA.edges,webgraph,ilp,,config1,6,True,True,True,,,3592.12,68260,0,,,
563,config1,web-EPA.edges,webgraph,ilp,,config1,8,True,True,True,,,3594.14,68248,0,,,
667,config1,web-EPA.edges,webgraph,ilp,,config1,10,True,True,True,,,3593.92,68260,0,,,
771,config1,web-EPA.edges,webgraph,ilp,,config1,12,True,True,True,,,3594.56,68260,0,,,
875,config1,web-EPA.edges,webgraph,ilp,,config1,16,True,True,True,,,3587.91,68244,0,,,
45,config1,web-edu.mtx,webgraph,ilp,,config1,1,True,True,True,,,3599.83,154664,0,,,
149,config1,web-edu.mtx,webgraph,ilp,,config1,2,True,True,True,,,3599.76,92760,0,,,
253,config1,web-edu.mtx,webgraph,ilp,,config1,3,True,True,True,,,3600.16,92496,0,,,
357,config1,web-edu.mtx,webgraph,ilp,,config1,4,True,True,True,,,3600.38,92688,0,,,
461,config1,web-edu.mtx,webgraph,ilp,,config1,6,True,True,True,,,3592.25,94552,0,,,
565,config1,web-edu.mtx,webgraph,ilp,,config1,8,True,True,True,,,3595.28,92752,0,,,
669,config1,web-edu.mtx,webgraph,ilp,,config1,10,True,True,True,,,3593.67,92508,0,,,
773,config1,web-edu.mtx,webgraph,ilp,,config1,12,True,True,True,,,3591.99,92756,0,,,
877,config1,web-edu.mtx,webgraph,ilp,,config1,16,True,True,True,,,3590.18,92512,0,,,
46,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,1,True,True,True,,,3599.71,198296,0,,,
150,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,2,True,True,True,,,3599.86,151788,0,,,
254,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,3,True,True,True,,,3600.32,151868,0,,,
358,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,4,True,True,True,,,3587.12,151792,0,,,
462,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,6,True,True,True,,,3592.27,152056,0,,,
566,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,8,True,True,True,,,3589.59,151796,0,,,
670,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,10,True,True,True,,,3591.71,152040,0,,,
774,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,12,True,True,True,,,3579.55,151788,0,,,
878,config1,web-indochina-2004.mtx,webgraph,ilp,,config1,16,True,True,True,,,3588.13,152036,0,,,
44,config1,web-spam.mtx,webgraph,ilp,,config1,1,True,True,True,,,3592.19,329672,0,,,
148,config1,web-spam.mtx,webgraph,ilp,,config1,2,True,True,True,,,3599.26,127724,0,,,
252,config1,web-spam.mtx,webgraph,ilp,,config1,3,True,True,True,,,3599.78,125940,0,,,
356,config1,web-spam.mtx,webgraph,ilp,,config1,4,True,True,True,,,3600.21,125692,0,,,
460,config1,web-spam.mtx,webgraph,ilp,,config1,6,True,True,True,,,3600.11,125932,0,,,
564,config1,web-spam.mtx,webgraph,ilp,,config1,8,True,True,True,,,3600.26,125684,0,,,
668,config1,web-spam.mtx,webgraph,ilp,,config1,10,True,True,True,,,3599.98,125916,0,,,
772,config1,web-spam.mtx,webgraph,ilp,,config1,12,True,True,True,,,3600.04,125688,0,,,
876,config1,web-spam.mtx,webgraph,ilp,,config1,16,True,True,True,,,3600.0,125932,0,,,
47,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,1,True,True,True,,,3590.04,181260,0,,,
151,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,2,True,True,True,,,3593.44,147868,0,,,
255,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,3,True,True,True,,,3595.13,149640,0,,,
359,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,4,True,True,True,,,3590.77,149644,0,,,
463,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,6,True,True,True,,,3593.94,147608,0,,,
567,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,8,True,True,True,,,3595.78,149652,0,,,
671,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,10,True,True,True,,,3595.86,149644,0,,,
775,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,12,True,True,True,,,3597.98,149648,0,,,
879,config1,web-webbase-2001.mtx,webgraph,ilp,,config1,16,True,True,True,,,3599.36,149656,0,,,
